name,geometry
Patanjali Store,POINT (77.1301961 28.6847116)
,POINT (77.1287772 28.6851022)
,POINT (77.1317974 28.6856563)
Jain Medicos,POINT (77.1095424 28.7135177)
Medicine Bazaar,POINT (77.1094978 28.7357502)
Shiv Medicos Chemist,POINT (77.1094377 28.7357915)
The Metro Medicos,POINT (77.1099316 28.7354588)
Shiva Ayurvedic Store,POINT (77.110097 28.7353572)
Jain Medicos,POINT (77.1412257 28.7001373)
Jan Aushadhi,POINT (77.1776697 28.681321)
Mittal Pharmacy,POINT (77.1135682 28.7166012)
