name,geometry
Big Apple,POINT (77.1774672 28.6324664)
,POINT (77.1395345 28.6428928)
24Seven,POINT (77.1786423 28.6394083)
24Seven,POINT (77.172539 28.6433605)
24Seven,POINT (77.1162876 28.6463406)
Rajouri Garden Market Complex,POINT (77.119225 28.6489325)
Himalaya Herbal Health Care,POINT (77.1210997 28.6458209)
Spar,POINT (77.1060829 28.64253)
Vishal Mega Mart,POINT (77.1230362 28.6424946)
More,POINT (77.1446582 28.6580692)
More,POINT (77.1000676 28.6412547)
