name,geometry
"Delhi Govt. Dispensary (Harewali, Delhi)",POINT (77.0080259 28.833565)
"DGD, Dariyapur Kalan",POINT (77.0144289 28.817329)
Government Hospital Feroj Pur Bangar,POINT (76.982361 28.83005)
